Year,REF_AREA,SEX,GeoCode,Value
2013,KG02,,KG02,35.307018
2014,KG02,,KG02,23.850824
2015,KG02,,KG02,27.837259
2016,KG02,,KG02,22.813688
2017,KG02,,KG02,25.838716
2018,KG02,,KG02,18.503289
2019,KG02,,KG02,19.476567
2020,KG02,,KG02,17.2
2007,KG02,M,KG02,53.295933
2008,KG02,M,KG02,44.588946
2009,KG02,M,KG02,39.576622
2010,KG02,M,KG02,43.79562
2011,KG02,M,KG02,47.468354
2012,KG02,M,KG02,39.373602
2013,KG02,M,KG02,51.701281
2014,KG02,M,KG02,35.371179
2015,KG02,M,KG02,42.672414
2016,KG02,M,KG02,36.53356
2017,KG02,M,KG02,41.457286
2018,KG02,M,KG02,29.727498
2019,KG02,M,KG02,32.179226
2020,KG02,M,KG02,25.4
2007,KG02,F,KG02,12.26158
2008,KG02,F,KG02,14.473089
2009,KG02,F,KG02,7.20072
2010,KG02,F,KG02,11.175682
2011,KG02,F,KG02,17.76988
2012,KG02,F,KG02,14.084507
2013,KG02,F,KG02,19.15542
2014,KG02,F,KG02,12.489233
2015,KG02,F,KG02,13.191489
2016,KG02,F,KG02,9.243697
2017,KG02,F,KG02,10.369141
2018,KG02,F,KG02,7.371007
2019,KG02,F,KG02,6.871463
2020,KG02,F,KG02,9.2
2007,KG04,,KG04,29.2
2008,KG04,,KG04,26.4
2009,KG04,,KG04,28.3
2010,KG04,,KG04,27.617952
2011,KG04,,KG04,26.93475
2012,KG04,,KG04,27.016886
2013,KG04,,KG04,24.842418
2014,KG04,,KG04,28.937729
2015,KG04,,KG04,30.785947
2016,KG04,,KG04,19.685039
2017,KG04,,KG04,26.548673
2018,KG04,,KG04,24.877365
2019,KG04,,KG04,23.586542
2020,KG04,,KG04,16.5
2007,KG04,M,KG04,43.947571
2008,KG04,M,KG04,43.879908
2009,KG04,M,KG04,43.644717
2010,KG04,M,KG04,43.939394
2011,KG04,M,KG04,39.670659
2012,KG04,M,KG04,45.857988
2013,KG04,M,KG04,37.98393
2014,KG04,M,KG04,40.433213
2015,KG04,M,KG04,42.112777
2016,KG04,M,KG04,30.324401
2017,KG04,M,KG04,36.211699
2018,KG04,M,KG04,37.190083
2019,KG04,M,KG04,41.581459
2020,KG04,M,KG04,20.9
2007,KG04,F,KG04,14.128728
2008,KG04,F,KG04,8.647799
2009,KG04,F,KG04,12.529366
2010,KG04,F,KG04,10.878011
2011,KG04,F,KG04,13.846154
2012,KG04,F,KG04,7.616146
2013,KG04,F,KG04,11.295181
2014,KG04,F,KG04,17.100372
2015,KG04,F,KG04,19.117647
2016,KG04,F,KG04,8.72093
2017,KG04,F,KG04,16.558675
2018,KG04,F,KG04,12.125535
2019,KG04,F,KG04,4.943503
2020,KG04,F,KG04,11.9
2007,KG06,,KG06,13.5
2008,KG06,,KG06,15.3
2009,KG06,,KG06,14.5
2010,KG06,,KG06,14.674493
2011,KG06,,KG06,14.745897
2012,KG06,,KG06,14.993537
2013,KG06,,KG06,14.326648
2014,KG06,,KG06,15.484721
2015,KG06,,KG06,12.379421
2016,KG06,,KG06,11.699121
2017,KG06,,KG06,11.761993
2018,KG06,,KG06,9.638554
2019,KG06,,KG06,11.660517
2020,KG06,,KG06,8.8
2007,KG06,M,KG06,20.213157
2008,KG06,M,KG06,25.42219
2009,KG06,M,KG06,22.174535
2010,KG06,M,KG06,22.245763
2011,KG06,M,KG06,23.709902
2012,KG06,M,KG06,23.442847
2013,KG06,M,KG06,23.084644
2014,KG06,M,KG06,24.677235
2015,KG06,M,KG06,17.697704
2016,KG06,M,KG06,17.74043
2017,KG06,M,KG06,16.291108
2018,KG06,M,KG06,14.309137
2019,KG06,M,KG06,19.562044
2020,KG06,M,KG06,14.0
2007,KG06,F,KG06,6.721434
2008,KG06,F,KG06,4.979712
2009,KG06,F,KG06,6.723605
2010,KG06,F,KG06,6.989247
2011,KG06,F,KG06,5.656709
2012,KG06,F,KG06,6.422496
2013,KG06,F,KG06,5.434783
2014,KG06,F,KG06,6.144138
2015,KG06,F,KG06,6.971466
2016,KG06,F,KG06,5.546751
2017,KG06,F,KG06,7.142857
2018,KG06,F,KG06,4.869883
2019,KG06,F,KG06,3.58209
2020,KG06,F,KG06,3.4
2007,KG07,,KG07,15.3
2008,KG07,,KG07,17.3
2009,KG07,,KG07,16.7
2010,KG07,,KG07,19.097222
2011,KG07,,KG07,24.400685
2012,KG07,,KG07,25.273799
2013,KG07,,KG07,23.198012
2014,KG07,,KG07,21.606196
2015,KG07,,KG07,16.044926
2016,KG07,,KG07,17.377567
2017,KG07,,KG07,15.564202
2018,KG07,,KG07,20.290965
2019,KG07,,KG07,13.187641
2020,KG07,,KG07,12.6
2007,KG07,M,KG07,21.563342
2008,KG07,M,KG07,26.642984
2009,KG07,M,KG07,25.438596
2010,KG07,M,KG07,29.437229
2011,KG07,M,KG07,38.363171
2012,KG07,M,KG07,41.038526
2013,KG07,M,KG07,35.390947
2014,KG07,M,KG07,36.407767
2015,KG07,M,KG07,23.847377
2016,KG07,M,KG07,26.583268
2017,KG07,M,KG07,27.734977
2018,KG07,M,KG07,29.545455
2019,KG07,M,KG07,20.119225
2020,KG07,M,KG07,20.6
2007,KG07,F,KG07,8.976661
2008,KG07,F,KG07,8.007117
2009,KG07,F,KG07,7.922535
2010,KG07,F,KG07,8.70322
2011,KG07,F,KG07,10.318143
2012,KG07,F,KG07,9.322034
2013,KG07,F,KG07,10.842369
2014,KG07,F,KG07,6.573541
2015,KG07,F,KG07,8.097166
2016,KG07,F,KG07,7.980846
2017,KG07,F,KG07,3.144654
2018,KG07,F,KG07,10.835913
2019,KG07,F,KG07,6.097561
2020,KG07,F,KG07,4.5
2007,KG08,,KG08,31.0
2008,KG08,,KG08,28.1
2009,KG08,,KG08,23.2
2010,KG08,,KG08,19.714145
2011,KG08,,KG08,20.031758
2012,KG08,,KG08,18.904275
2013,KG08,,KG08,24.468085
2014,KG08,,KG08,19.953596
2015,KG08,,KG08,20.480146
2016,KG08,,KG08,18.185875
2017,KG08,,KG08,19.923372
2018,KG08,,KG08,14.816405
2019,KG08,,KG08,15.255129
2020,KG08,,KG08,13.3
2007,KG08,M,KG08,46.846847
2008,KG08,M,KG08,43.123246
2009,KG08,M,KG08,38.957754
2010,KG08,M,KG08,29.588766
2011,KG08,M,KG08,29.813665
2012,KG08,M,KG08,29.116712
2013,KG08,M,KG08,36.014406
2014,KG08,M,KG08,29.688973
2015,KG08,M,KG08,30.036969
2016,KG08,M,KG08,26.959674
2017,KG08,M,KG08,29.124055
2018,KG08,M,KG08,20.71522
2019,KG08,M,KG08,22.426314
2020,KG08,M,KG08,21.0
2007,KG08,F,KG08,15.632754
2008,KG08,F,KG08,13.533465
2009,KG08,F,KG08,8.056641
2010,KG08,F,KG08,10.174419
2011,KG08,F,KG08,10.57184
2012,KG08,F,KG08,9.009009
2013,KG08,F,KG08,13.271246
2014,KG08,F,KG08,10.511883
2015,KG08,F,KG08,11.208249
2016,KG08,F,KG08,9.672455
2017,KG08,F,KG08,10.99849
2018,KG08,F,KG08,9.094755
2019,KG08,F,KG08,8.293593
2020,KG08,F,KG08,5.9
2007,KG11,,KG11,14.4
2008,KG11,,KG11,15.6
2009,KG11,,KG11,13.0
2010,KG11,,KG11,10.080881
2011,KG11,,KG11,9.226156
2012,KG11,,KG11,8.366309
2013,KG11,,KG11,11.490443
2014,KG11,,KG11,7.771182
2015,KG11,,KG11,9.072687
2016,KG11,,KG11,8.458841
2017,KG11,,KG11,8.575464
2018,KG11,,KG11,5.420321
2019,KG11,,KG11,8.552758
2020,KG11,,KG11,6.3
2007,KG11,M,KG11,21.047093
2008,KG11,M,KG11,21.892103
2009,KG11,M,KG11,19.784173
2010,KG11,M,KG11,14.650164
2011,KG11,M,KG11,12.416191
2012,KG11,M,KG11,11.916342
2013,KG11,M,KG11,16.8566
2014,KG11,M,KG11,10.655548
2015,KG11,M,KG11,13.110307
2016,KG11,M,KG11,10.154525
2017,KG11,M,KG11,13.805004
2018,KG11,M,KG11,7.789474
2019,KG11,M,KG11,12.297602
2020,KG11,M,KG11,8.8
2007,KG11,F,KG11,8.683729
2008,KG11,F,KG11,10.144274
2009,KG11,F,KG11,7.106374
2010,KG11,F,KG11,6.124234
2011,KG11,F,KG11,6.459948
2012,KG11,F,KG11,5.282062
2013,KG11,F,KG11,6.819591
2014,KG11,F,KG11,5.254648
2015,KG11,F,KG11,5.53907
2016,KG11,F,KG11,6.97134
2017,KG11,F,KG11,3.980288
2018,KG11,F,KG11,3.335186
2019,KG11,F,KG11,5.246969
2020,KG11,F,KG11,4.1
2007,KG21,,KG21,17.2
2008,KG21,,KG21,16.7
2009,KG21,,KG21,15.5
2010,KG21,,KG21,14.368932
2011,KG21,,KG21,12.900704
2012,KG21,,KG21,9.686168
2013,KG21,,KG21,12.17656
2014,KG21,,KG21,10.45947
2015,KG21,,KG21,12.454212
2016,KG21,,KG21,10.043042
2017,KG21,,KG21,7.708479
2018,KG21,,KG21,6.120367
2019,KG21,,KG21,7.843137
2020,KG21,,KG21,6.0
2007,KG21,M,KG21,26.037429
2008,KG21,M,KG21,23.481781
2009,KG21,M,KG21,22.544283
2010,KG21,M,KG21,21.84466
2011,KG21,M,KG21,18.760196
2012,KG21,M,KG21,14.53958
2013,KG21,M,KG21,15.835313
2014,KG21,M,KG21,13.188518
2015,KG21,M,KG21,20.516717
2016,KG21,M,KG21,12.630015
2017,KG21,M,KG21,12.327774
2018,KG21,M,KG21,9.831461
2019,KG21,M,KG21,12.811868
2020,KG21,M,KG21,8.4
2007,KG21,F,KG21,8.995502
2008,KG21,F,KG21,10.447761
2009,KG21,F,KG21,8.928571
2010,KG21,F,KG21,7.46826
2011,KG21,F,KG21,7.507508
2012,KG21,F,KG21,5.212211
2013,KG21,F,KG21,8.791209
2014,KG21,F,KG21,7.925072
2015,KG21,F,KG21,4.950495
2016,KG21,F,KG21,7.628294
2017,KG21,F,KG21,3.389831
2018,KG21,F,KG21,2.636783
2019,KG21,F,KG21,3.170577
2020,KG21,F,KG21,3.7
